id,name,description
CL_0002111,CD38-negative unswitched memory B cell,"An CD38-negative unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-negative, IgD-positive, CD138-negative, and IgG-negative."
CL_0002112,B220-positive CD38-negative unswitched memory B cell,"A B220-positive CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-positive, CD38-negative, IgD-positive, CD138-negative, and IgG-negative."
CL_0002113,B220-low CD38-negative unswitched memory B cell,"A B220-low CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-low, CD38-negative, IgD-positive, CD138-negative, and IgG-negative."
CL_0002114,CD38-positive unswitched memory B cell,"A CD38-positive unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-positive, IgD-positive, CD138-negative, and IgG-negative."
CL_0002115,B220-positive CD38-positive unswitched memory B cell,"A B220-positive CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-positive, CD38-positive, IgD-positive, CD138-negative, and IgG-negative."
CL_0002116,B220-low CD38-positive unswitched memory B cell,"A B220-low CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-low, CD38-positive, IgD-positive, CD138-negative, and IgG-negative."
CL_0002117,IgG-negative class switched memory B cell,A class switched memory B cell that lacks IgG on the cell surface.
CL_0002118,CD38-negative IgG-negative class switched memory B cell,A CD38-negative IgG-negative memory B cell is a IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-negative and IgG-negative.
CL_0002119,CD38-positive IgG-negative class switched memory B cell,A CD38-positive IgG-negative memory B cell is an IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-positive and IgG-negative.
CL_0002120,CD24-positive CD38-negative IgG-negative class switched memory B cell,"An CD24-positive CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-positive, CD38-negative, and IgG-negative."
CL_0002121,CD24-negative CD38-negative IgG-negative class switched memory B cell,"A CD24-negative CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-negative, CD38-negative, and IgG-negative."
CL_0002122,B220-positive CD38-positive IgG-negative class switched memory B cell,"A B220-positive CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-positive, CD38-positive, and IgG-negative."
CL_0002123,B220-low CD38-positive IgG-negative class switched memory B cell,"A B220-low CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-low, CD38-positive, and IgG-positive."
CL_0002124,CD27-positive gamma-delta T cell,A circulating gamma-delta T cell that is CD27-positive and capable of producing IFN-gamma.
CL_0002125,CD27-negative gamma-delta T cell,"A circulating gamma-delta T cell that expresses RORgamma(t), is CD27-negative and is capable of IL-17 secretion."
CL_0002126,"CD25-positive, CD27-positive immature gamma-delta T cell","A CD25-positive, CD27-positive immature gamma-delta T cell found in the thymus that has an immature phenotype (i.e. CD24-high, CD25-high, CD62L-high, CD44-high, CD2-low, CD5-low)."
CL_0002127,innate effector T cell,A T cell with a receptor of limited diversity that is capable of immediate effector functions upon stimulation.
CL_0002128,Tc17 cell,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg."
CL_0002129,regular atrial cardiac myocyte,Regular cardiac myocyte of a cardiac atrium.
CL_0002130,regular interatrial cardiac myocyte,A cardiac myocyte of the interatrial region of the heart.
CL_0002131,regular ventricular cardiac myocyte,Regular cardiac myocyte of a cardiac ventricle.
CL_0002132,stromal cell of ovary,A stomal cell of the ovary
CL_0002133,stromal cell of ovarian cortex,A stromal cell of the ovarian cortex.
CL_0002134,stromal cell of ovarian medulla,A stromal cell of the ovarian medulla.
CL_0002135,nonkeratinized cell of epidermis,Epidermal cells that do not contain keratin. Cell type is usually associated with moist epidermal tissues.
CL_0002136,type II cell of adrenal cortex,"A cell in the zona fasciculata that produce glucocorticoids, e.g cortisol."
CL_0002137,type III cell of adrenal cortex,A cell in the zona reticularis that produce sex hormones.
CL_0002138,endothelial cell of lymphatic vessel,"A endothelial cell of a lymphatic vessel. The border of the oak leaf-shaped endothelial cell of initial lymphatics are joined by specialized buttons. The discontinuous feature of buttons distinguishes them from zippers in collecting lymphatics, but both types of junctions are composed of proteins typical of adherens junctions and tight junctions found in the endothelium of blood vessels. Buttons seal the sides of flaps of the oak leaf-shaped endothelial cell, leaving open the tips of flaps as routes for fluid entry without disassembly and reformation of intercellular junctions."
CL_0002139,endothelial cell of vascular tree,"An endothelial cell of the vascular tree, which includes blood vessels and lymphatic vessels."
CL_0002140,acinar cell of sebaceous gland,A sebum secreting cell of the skin that secretes sebum into the hair follicles.
CL_0002141,active chief cell of parathyroid gland,"A parathyroid chief cell that is actively secreting hormone. Have large Golgi complexes with numerous vesicles and small membrane-bound granules; secretory granules are rare, cytoplasmic glycogen sparse, much of the cytoplasm being occupied by flat sacs of granular endoplasmic reticulum in parallel arrays; in normal humans, inactive chief cells outnumber active chief cells in a ratio of 3-5:1"
CL_0002142,dark cell of eccrine sweat gland,"A cell pyramidal in shape, with their broad ends facing and forming the greater extent of the lining of the main lumen. Secretes glycoproteins associated with mucus."
CL_0002143,dark chief cell of parathyroid gland,A chief cell that is smaller than light chief cells and has a smaller and darker nucleus and a finely granular cytoplasm with many granules.
CL_0002144,capillary endothelial cell,An endothelial cell found in capillaries.
CL_0002145,ciliated columnar cell of tracheobronchial tree,"A ciliated columnar cell found in the trachea and bronchus. Vary from low to tall columnar; possesses up to 300 cilia at its surface, interspersed with long irregular microvilli with the cilia varying in length from about 6um in the trachea to about 4um in the terminal bronchioles; driving force of the ciliary current in the bronchial tree."
CL_0002146,clear cell of eccrine sweat gland,"A sweat producing cell of eccrine sweat glands. Pyramidal in shape, with its base resting on the basal lamina or myoepitheliocytes, and its microvillus-covered apical plasma membrane line up the intercellular canaliculi. Cell is not stained by hematoxylin or eosin."
CL_0002147,clear chief cell of parathyroid gland,"A chief cell of parathyroid glands that does not stain with hematoxylin or eosin. This cell is larger, has a larger nucleus and fewer secretory granules than dark chief cells."
CL_0002148,dental pulp cell,A cell found within the dental pulp.
CL_0002149,epithelial cell of uterus,An epithelial cell of the uterus.
CL_0002150,epithelioid macrophage,"Epithelioid macrophage is an activated macrophage that resembles an epithelial cell with finely granular, pale eosinophilic cytoplasm and central, ovoid nucleus (oval or elongate). This cell type is able to merge into one another to form aggregates. The presence of such aggregates may characterize some pathologic conditions, mainly granulomatous inflammation."
CL_0002151,late promyelocyte,"A promyelocyte that is considerably smaller, with more condensed chromatin, and nucleoli are no longer conspicuous."
CL_0002152,columnar cell of endocervix,A columnar cell of the cervix uteri.
CL_0002153,corneocyte,The dead keratin-filled squamous cell of the stratum corneum. This cell type lacks a nucleus.
CL_0002154,early promyelocyte,A promyelocyte with a nucleus that is indented and contains more marginated heterochromatin compared to its precursor cell (myeloblast); cytoplasm is deeply basophilic and contains numerous mitochondria and meandering cysternae of endoplasmic reticulum; largest of the granulocyte lineages.
CL_0002155,echinocyte,"A crenated erythrocyte with 30+ crenations, bumps or spurs that are the result of damage due to age or disease."
CL_0002157,endosteal cell,A cell type that makes up the highly vascular membrane lining the marrow cavity of long bones.
CL_0002158,external epithelial cell of tympanic membrane,Epithelial cell found on the external side of the tympanic membrane
CL_0002159,general ecto-epithelial cell,Epithelial cells derived from general body ectoderm and ectoderm placodes.
CL_0002160,basal external epithelial cell of tympanic membrane,A cell type found in the basal epithelial layer on the external side of the tympanic membrane. Cell type is flattened with intracellular spaces of variable dimensions.
CL_0002161,superficial external epithelial cell of tympanic membrane,A cell type found on the superficial layer of the external side of the tympanic membrane. This cell-type lacks a nucleus.
CL_0002162,internal epithelial cell of tympanic membrane,An extremely flattened cell type found on the inner side of the tympanic membrane. The surface of this cell type carries sparse pleomorphic microvilli that are more common near the junctional zones.
CL_0002163,internal pillar cell of cochlea,A rod-shpaed cell that forms a single row adjacent to and supporting the inner hair cells.
CL_0002164,external pillar cell of cochlea,A rod-shaped cell found in 3 or 4 rows that lie adjacent to and support the outer hair cells.
CL_0002165,phalangeal cell,A supporting cell that is attached to the basement membrane and forms rows that support the hair cells.
CL_0002166,epithelial cell of Malassez,An epithelial cell that remains from the disintegration of the epithelial root sheath involved in the development of teeth.
CL_0002167,olfactory epithelial cell,A specialized cell involved in sensory perception of smell.
CL_0002168,border cell of cochlea,A border cell is a slender columnar cell on the medial portion of the basilar membrane.
CL_0002169,basal cell of olfactory epithelium,An epithelial cell located on the basal lamina of the olfactory epithelium.
CL_0002170,keratinized cell of the oral mucosa,A keratinized cell located in the hard palate or gingiva.
CL_0002171,globose cell of olfactory epithelium,"A rounded or elliptical epithelial cell, with pale-staining open face nucleus and pale cytoplasm rich in free ribosomes and clusters of centrioles; form a distinct basal zone spaced slightly from the basal surface of the epithelium."
CL_0002172,interdental cell of cochlea,"A long, spindle-shaped supporting cells arranged in parallel rows that secretes components of the tectorial membrane and potassium ions into the endolymph."
CL_0002173,extraglomerular mesangial cell,"A cell that is a specialized type of pericyte providing structural support for the capillary loops of kidney. A flat, elongated cell with extensive fine cytoplasmic processes found outside the kidney glomerulus near the macula densa and bound laterally by afferent and efferent arterioles. Being phagocytic, this cell participates in the continuous turnover of the basal lamina by removing its outer portion containing residues of filtration, while the lamina is renewed on its inner surface by the endothelial cells."
CL_0002174,follicular cell of ovary,A cell within the follicle of an ovary.
CL_0002175,primary follicular cell of ovary,A cell within the primary follicle of the ovary.
CL_0002176,secondary follicular cell of ovary,A cell of a secondary follicile within the ovary.
CL_0002177,folliculostellate cell of pars distalis of adenohypophysis,A supporting cell of the anterior pituitary gland involved in trophic and catabolic processes; expresses a broad spectrum of cytokeratins indicative of their epithelial nature.
CL_0002178,epithelial cell of stomach,An epithelial cell found in the lining of the stomach.
CL_0002179,foveolar cell of stomach,An epithelial cell within one of the pits in the embryonic gastric mucosa from which the gastric glands develop .
CL_0002180,mucous cell of stomach,A mucous cell in the epithelium of the stomach.
CL_0002181,mucous neck cell of gastric gland,A neck cell that secretes mucus within the stomach. Its products are distinct histochemically from those of the surface mucous cells of stomach.
CL_0002182,surface mucosal cell of stomach,"A simple columnar cell that populates the entire luminal surface including the gastric pits. This cell types secrete mucus to form a thick protective, lubricant layer over the gastric wall."
CL_0002183,stem cell of gastric gland,"A stomach epithelial cell that is olumnar in form with a few short apical microvilli; relatively undifferentiated mitotic cell from which other types of gland are derived; few in number, situated in the isthmus region of the gland and base of the gastric pit."
CL_0002184,basal proper cell of olfactory epithelium,A flat or angular epithelial cell with condensed nuclei and darkly staining cytoplasm containing numerous intermediate filaments inserted into desmosomes contacting surrounding supporting cells; lie in contact with the basal lamina of olfactory epithelium.
CL_0002187,basal cell of epidermis,"A basally situated, mitotically active, columnar-shaped keratinocyte attached to the basement membrane."
CL_0002188,glomerular endothelial cell,"An endothelial cell found in the glomerulus of the kidney. This cell is flattened, highly fenestrated, and plays a vital role in the formation of glomerular ultrafiltrate."
CL_0002189,granular cell of epidermis,A keratinocyte of the epidermis that is characterized by containing granules of keratohyalin and lamellar granules.
CL_0002190,squamous cell of epidermis,A flat keratinocyte immediately below the cornified layer.
CL_0002191,granulocytopoietic cell,A cell involved in the formation of a granulocyte.
CL_0002192,metamyelocyte,"A eosinophil precursor in the granulocytic series, being a cell intermediate in development between a myelocyte and a band form cell. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin; chromatin becomes coarse and clumped; specific granules predominate while primary granules are rare."
CL_0002193,myelocyte,A cell type that is the first of the maturation stages of the granulocytic leukocytes normally found in the bone marrow. Granules are seen in the cytoplasm. The nuclear material of the myelocyte is denser than that of the myeloblast but lacks a definable membrane. The cell is flat and contains increasing numbers of granules as maturation progresses.
CL_0002194,monopoietic cell,A cell involved in the formation of a monocyte (monopoiesis).
CL_0002195,hepatic stem cell,"A stem cell that can give rise to the cells of the liver. The term usually refers to the self-renewing pool of hepatocyte precursors in the adult liver (differently from 'hepatoblast', often used for fetal precursors of hepatocytes)."
CL_0002196,hepatic oval stem cell,A transient hepatic stem cell observed after liver injury with a high nuclear to cytoplasm ratio that can differentiate into mature hepatocytes and bile duct cells. Arises from more than one tissue.
CL_0002197,inactive chief cell of parathyoid gland,"A parathyroid chief cell that is not actively secreting hormone. Contains small Golgi complexes with only a few grouped vesicles and membrane-bound secretory granules; glycogen and many lipofuscin granules abound but sacs of granular endoplasmic reticulum are rare and dispersed. In normal humans, inactive chief cells out number active chief cells in a ratio of 3-5:1."
CL_0002198,oncocyte,"A large epithelial cell with an extremely acidophilic and granular cytoplasm, containing vast numbers of mitochondria; such cells may undergo neoplastic transformation. From the Greek word onkos meaning swelling, this cell type is found in parathyroid, salivary and thyroid glands."
CL_0002199,oxyphil cell of parathyroid gland,An oncocyte located in the parathyroid gland.
CL_0002200,oxyphil cell of thyroid,An oncocyte located in the thyroid.
CL_0002201,renal beta-intercalated cell,A renal intercalated cell that secretes base and reabsorbs acid in the distal segments of the kidney tubule to maintain acid/base balance.
CL_0002202,epithelial cell of tracheobronchial tree,An epithelial cell of the tracheobronchial tree.
CL_0002203,brush cell of epithelium proper of large intestine,Brush cell found in the epithelial layer of the colon.
CL_0002204,brush cell,"A cell type found in the gastrointestinal and respiratory tracts that is characterized by the presence of a tuft of blunt, squat microvilli (120-140 per cell). Function of this cell type is not known."
CL_0002205,brush cell of lobular bronchiole,A brush cell found in the epithelium of lobular bronchiole.
CL_0002206,brush cell of terminal bronchiole,A brush cell of the epithelium in the terminal bronchiole.
CL_0002207,brush cell of trachea,Brush cell of the epithelium in the trachea.
CL_0002208,brush cell of bronchus,A brush cell found in the epithelium of bronchus.
CL_0002209,intermediate epitheliocyte,An epithelial cell present in the trachea and bronchi; columnar in shape; generally lack cilia; immature forms of ciliated or secretory cells which have been formed from stem cells.
CL_0002210,red muscle cell,A slow muscle cell that contains high levels of myoglobin and oxygen storing proteins giving the cell a red appearance.
CL_0002211,type I muscle cell,"A slow muscle cell that has large amounts of myoglobin, stores energy as triglycerides, generates ATP by the oxidative method and is resistant to fatigue."
CL_0002212,type II muscle cell,A fast muscle fiber cell that stores energy in the form of glycogen and creatine phosphate.
CL_0002213,white muscle cell,A muscle cell with low content of myoglobin and other oxygen storing proteins. This muscle cell has a white appearance.
CL_0002214,type IIa muscle cell,"A type II muscle cell that contains large amounts of myoglobin, has many mitochondria and very many blood capillaries. Type II A cells are red, have a very high capacity for generating ATP by oxidative metabolic processes, split ATP at a very rapid rate, have a fast contraction velocity and are resistant to fatigue."
CL_0002215,type IIb muscle cell,"A type II muscle cell that contains a low content of myoglobin, relatively few mitochondria, relatively few blood capillaries and large amounts of glycogen. Type II B fibres are white, geared to generate ATP by anaerobic metabolic processes, not able to supply skeletal muscle fibres continuously with sufficient ATP, fatigue easily, split ATP at a fast rate and have a fast contraction velocity."
CL_0002216,intermediate muscle cell,An intermediate muscle cell that has characteristics of both fast and slow muscle cells.
CL_0002217,intermediate trophoblast cell,A trophoblast that leaves the placenta and invades the endometrium and myometrium. This cell type is crucial in increasing blood flow to the fetus.
CL_0002218,immature dendritic epithelial T cell precursor,"A double negative thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18."
CL_0002219,anchoring trophoblast,A trophoblast found at the junction of the placenta. This cell type makes a unique fibronectin-trophouteronectin junction that helps mediate attachment of the placenta to the uterus. This cell type is also found junction of the chorion layer of the external membranes and the decidua.
CL_0002220,interstitial cell of pineal gland,A cell located between the pinealocytes.
CL_0002221,keratinized squamous cell of esophagus,A squamous cell that has keratin in the esophagus.
CL_0002222,vertebrate lens cell,"A cell comprising the transparent, biconvex body separating the posterior chamber and vitreous body, and constituting part of the refracting mechanism of the mammalian eye."
CL_0002223,anterior lens cell,A cell of the transparent layer of simple cuboidal epithelium over the anterior surface of the lens; transform into lens fiber(s).
CL_0002224,lens epithelial cell,"A cell of the cuboidal epithelium that covers the lens. The cells of the lens epithelium regulate most of the homeostatic functions of the lens. As ions, nutrients, and liquid enter the lens from the aqueous humor, Na+/K+ ATPase pumps in the lens epithelial cells pump ions out of the lens to maintain appropriate lens osmolarity and volume, with equatorially positioned lens epithelium cells contributing most to this current. The activity of the Na+/K+ ATPases keeps water and current flowing through the lens from the poles and exiting through the equatorial regions. The cells of the lens epithelium also serve as the progenitors for new lens fibers. It constantly lays down fibers in the embryo, fetus, infant, and adult, and continues to lay down fibers for lifelong growth."
CL_0002225,secondary lens fiber,A lens fiber cell that develops from primary lens fiber; located towards the center of lens; cell organelles are normally degraded or in the process of being degraded.
CL_0002226,non-nucleated secondary lens fiber,A secondary lens fiber cell that lacks a nucleus.
CL_0002227,nucleated secondary lens fiber,A secondary fiber cell that contains a nucleus.
CL_0002228,primary lens fiber,"An elongating cell that rapidly obliterates the lumen of the lens vesicle. Subsequently, differentiation of this cell type at the lens equator leads to the formation of secondary fiber cells that come to overlie the primary fibers."
CL_0002229,light chief cell of parathyroid gland,A chief cell that is bigger than dark chief cells and has a larger and lighter nucleus and a cytoplasm with few granules.
CL_0002231,epithelial cell of prostate,An epithelial cell of the prostate.
CL_0002232,epithelial cell of prostatic duct,An epithelial cell of prostatic duct.
CL_0002233,epithelial cell of prostatic acinus,An epithelial cell of the prostatic acinus.
CL_0002234,basal cell of prostatic acinus,A cell of the basal layer of the epithelium in the prostatic acinus.
CL_0002235,luminal cell of prostatic acinus,A cell of the luminal layer of the epithelium in the prostatic acinus.
CL_0002236,basal epithelial cell of prostatic duct,A cell that constitutes the basal layer of epithelium in the prostatic duct.
CL_0002237,luminal epithelial cell of prostatic duct,A cell that constitutes the luminal layer of epithelium of prostatic duct.
CL_0002238,male gonocyte,A primordial germ cell that is destined to become a male germ cell.
CL_0002239,ooblast,A primordial cell from which an oocyte (ovum) ultimately is developed.
CL_0002240,marrow fibroblast,A fibroblast in the bone marrow.
CL_0002241,pulmonary interstitial fibroblast,A fibroblasts found in interstitial spaces in the pulmonary tract. Greater numbers of these cells are found in idiopathic pulmonary fibrosis.
CL_0002242,nucleate cell,A cell containing at least one nucleus.
CL_0002243,smooth muscle cell of sphincter of pupil,"A circular smooth muscle cell of the iris, innervated by the ciliary nerves (parasympathetic), and acting to contract the pupil. This muscle cell derives from neuroectoderm. This smooth muscle cell results from transformation of epithelial cells to smooth muscle cells."
CL_0002244,squamous cell of ectocervix,A nonstratified squamous cell located in the ectocervix.
CL_0002246,peripheral blood stem cell,A hematopoeitic stem cell found in the blood. Normally found in very limited numbers in the peripheral circulation (less than 0.1% of all nucleated cells).
CL_0002247,pleural macrophage,A tissue macrophage that is in the pleural space.
CL_0002248,pluripotent stem cell,"A pluripotent stem cell has the ability to form cells from all three germ layers (ectoderm, mesoderm, and endoderm). However, unlike totipotent stem cells, they cell can not generate all the cells of the whole organism such as placenta."
CL_0002249,primitive cardiac myocyte,A stem cell that can differentiate into a cardiac myocyte.
CL_0002250,intestinal crypt stem cell,A cell that is found in a zone occupying the bottom region of the crypt; provide the source of most of the cell types of the intestinal epithelium; proliferate by mitotic division; differentiates into columnar or goblet cells.
CL_0002251,epithelial cell of alimentary canal,An epithelial cell of the musculomembranous digestive tube extending from the mouth to the anus.
CL_0002252,epithelial cell of esophagus,An epithelial cell of the esophagus.
CL_0002253,epithelial cell of large intestine,An epithelial cell of the large intestine.
CL_0002254,epithelial cell of small intestine,An epithelial cell of the small intestine.
CL_0002255,stromal cell of endometrium,"Connective tissue cells of the endometrium, these cells are fibroblastic in appearance. During decidualization they tranform into decidual (stromal) cells, swellling up and adopt an epithelial cell-like appearance due to the accumulation of glycogen and lipid droplets."
CL_0002256,supporting cell of carotid body,A supportive cell that has characteristics of glial cell. Processes of this cell envelope the junctions between glomus cells and nerve endings.
CL_0002257,epithelial cell of thyroid gland,An epithelial cell of thyroid gland.
CL_0002258,thyroid follicular cell,"A cell type that varies from squamous to columnar, depending on their activity with microvillus directed luminally. This cell produces and secretes thyroid hormones."
CL_0002259,neuroepithelial stem cell,The stem cell from which glial precursor cell arises from.
CL_0002260,epithelial cell of parathyroid gland,An epithelial cell of the parathyroid gland.
CL_0002261,endothelial cell of viscerocranial mucosa,An endothelial cell found in the mucosa associated with the facial skeleton.
CL_0002262,endothelial cell of sinusoid,An endothelial cell that lines any of the venous cavities through which blood passes in various glands and organs such as the spleen and liver.
CL_0002263,transitional cell of parathyroid gland,"One of three types of epithelial cells that populate the parathyroid gland; cytological characteristics intermediate between those of the chief cell and of the oxyphil cell. Because only one hormone is produced, the three cell forms are widely believed to be different phases in the life cycle of a single cell type, with the chief cell being its physiologically active stage."
CL_0002264,type A cell of stomach,A type of enteroendocrine cell found in the stomach that secretes glucagon.
CL_0002265,type D cell of colon,A D cell located in the colon.
CL_0002266,type D cell of small intestine,A type D cell of the small intestine.
CL_0002267,type D cell of stomach,A type D cell found in the stomach.
CL_0002268,P/D1 enteroendocrine cell,An enteroendocrine cell that stores and secretes Ghrelin.
CL_0002269,vasoactive intestinal peptide secreting cell,An endocrine cell that secretes vasoactive intestinal peptide.
CL_0002270,type EC2 enteroendocrine cell,A type EC enteroendocrine cell in the duodenum and jejunum that stores and secretes motilin and 5-hydroxytryptamine.
CL_0002271,type EC1 enteroendocrine cell,A type EC enteredocrine cell in the intestines that stores and secretes substance P and 5-hydroxytryptamine.
CL_0002272,motilin secreting cell,"A cell that secretes motilin, a gastric hormone that at low pH inhibits gastric motor activity, whereas at high pH has a stimulating effect."
CL_0002273,type ECL enteroendocrine cell,A type EC enteroendocrine cell type that is numerous in the fundus of the stomach; stores 5-hydroxytryptamine and histamine.
CL_0002274,histamine secreting cell,A cell type that secretes histamine.
CL_0002275,pancreatic PP cell,A PP cell located in the islets of the pancreas.
CL_0002277,type I enteroendocrine cell,"An enteroendocrine cell commonest in the duodenum and jejunum, rare in ileum, that secretes cholecystokinin. This cell type is involved in the regulation of digestive enzymes and bile."
CL_0002278,GIP cell,An enteroendocrine cell of duodenum and jejunum that produces gastric inhibitory peptide.
CL_0002279,type L enteroendocrine cell,"A enteroendocrine cell type that is numerous in ileum, present in jejunum and large intestine, few in duodenum. This cell type produces glucagon-like immunoreactants (glicentin, glucagon-37, glucagon-29, GLP-1 and -2) and PYY."
CL_0002280,type N enteroendocrine cell,An enteroendocrine cell found in the ileum and jejunum that produces neurotensin.
CL_0002281,type S enteroendocrine cell,"Scattered in duodenojejunal mucosa, this enteroendocrine cell secretes secretin and serotonin."
CL_0002282,type TG enteroendocrine cell,An enteroendocrine cell which produces a gastrin- and cholecystokinin-like peptide. The apical microvilli-rich plasma membrane is in open contact with the small intestine mucosa. This cell type is devoid of gastrin-17 but contains other fragments of the gastrin polypeptide.
CL_0002283,ecto-epithelial cell of viscerocranial mucosa,An epithelial cell of the mucosa associated with facial skeleton.
CL_0002284,type X enteroendocrine cell,An enteroendocrine cell found in the fundus and pylorus; this cell type has dense round secretory granules that contain ghrelin.
CL_0002285,type III taste bud cell,A taste receptor cell that is characterized by morphologically identifiable synaptic contacts with the gustatory nerve fibers and expression of the synaptic membrane protein-25 (SNAP-25) and NCAM.
CL_0002286,type II taste cell,"A taste receptor cell that has a short microvilli, a projecting apical region, a large rounded nucleus, and expresses taste chemoreceptors thus making them the transducing cell for taste qualities."
CL_0002287,type IV taste receptor cell,"A rounded, mitotically active stem cell which is the source of new cells of the taste bud; located basally."
CL_0002288,type V taste receptor cell,A cell type that forms the boundary with the surrounding epithelium.
CL_0002289,type I taste bud cell,"A densely staining taste receptor cell that contains many dense vacuoles in their apical regions which project into the apical space and bear microvilli. This cell type serves as a supporting cell by surrounding and isolating the other cell types from each other; secrete a dense amorphous material that surrounds the microvilli in the taste pore. This cell type expresses a glial glutumate transporter, GLAST."
CL_0002290,Y chromosome-bearing sperm cell,A sperm bearing a Y chromosome. Chromosomal and genetic sex is established at fertilization in mammals and depends upon whether an X-bearing sperm or a Y-bearing sperm fertilizes the X-bearing ovum.
CL_0002291,X chromosome-bearing sperm cell,A sperm bearing an X chromosome. Chromosomal and genetic sex is established at fertilization in mammals and depends upon whether an X-bearing sperm or a Y-bearing sperm fertilizes the X-bearing ovum.
CL_0002292,type I cell of carotid body,A round or oval neuroepithelial cell that contacts other type I cells or capillaries. They occur in clusters that are surrounded by sheath cells (type-II cells) in the carotid body. This cell type is capable of secreting a number of neurotransmitters.
CL_0002293,epithelial cell of thymus,"An epithelial cell of the thymus. Epithelial reticular cells are pleomorphic, stellate, non-phagocytic cells which seem to be supportive in function and are held together by desmosomes. They replace the fibroblastoid reticular cells found in other lymphoid organs. Other epithelial cells in the medulla have the ultrastructure of secretory cells. Although different epithelial cells throughout the thymus appear alike by light microscopy their ultrastructure and function varies."
CL_0002294,type-1 epithelial cell of thymus,An epithelial cell with a well defined Golgi apparatus that makes up the continuous layer of cells bordering the thymic tissue beneath the capsule.
CL_0002295,type-6 epithelial cell of thymus,"A thymic epithelial cell that has an eccentric, round, or irregularly shaped hetero or euchromatic nucleus. The hallmark of this cell type is the presence of vacuoles, which are clustered in one area of the cytoplasm in the vicinity of the nucleus. The vacuoles are small and acquire a grape-like form, occasionally showing delicate internal microvillous projections."
CL_0002296,type-4 epithelial cell of thymus,An epithelial cell with high nuclear and cytoplasmic electron-density. This cell type is found in the deeper portions of the cortex but is more abundant in the medulla of the thymus.
CL_0002297,type-3 epithelial cell of thymus,"A thymic epithelial cell with moderate nuclear and cytoplasmic electron-density. Scattered in the cortex, this cell type is predominant in the mid and deep cortex."
CL_0002298,type-5 epithelial cell of thymus,"A thymic epithelial cell type with low nuclear and cytoplasmic electrondensity; has a round, euchromatic nucleus and occurs in small groups at the corticomedullary junction or scattered singly in the medulla."
CL_0002299,type-2 epithelial cell of thymus,"An epithelial cell scattered in the cortex, predominant in the outer cortex with a large pale nucleus and a prominent nucleolus."
CL_0002300,type-7 epithelial cell of thymus,"A small medullary thymic epithelial cell with a spindle shape, often arranged in groups and connected to each other by large desmosomes and interdigitations. The cytoplasm is sparse, with scanty organelles and thick bundles of cytokeratin."
CL_0002301,type B synovial cell,"A resident stromal cell located in the synovial membrane and responsible for the production of immune-related cytokines and chemokines. This cell type secretes glycoproteins and hyaluronic acid, has abundant granular endoplasmic reticulum, but contains fewer vacuoles and vesicles."
CL_0002302,type A synovial cell,"A synovial cell that is macrophage-like, characterized by surface ruffles or lamellipodia, plasma membrane invaginations and associated micropinocytotic vesicles, Golgi apparatus and little granular endoplasmic reticulum."
CL_0002303,pigmented ciliary epithelial cell,"A ciliated epithelial cell of the retina, this cell type uptakes sodium chloride and passes it to non-pigmented ciliary epithelial cells."
CL_0002304,non-pigmented ciliary epithelial cell,A multi-ciliated cell of the retina that lacks visual pigment and contributes to aqueous humor by secreting chloride ions. This cell type maintains gap junctions with pigmented epithelial cells.
CL_0002305,epithelial cell of distal tubule,"An epithelial cell of the distal convoluted tubule of the kidney that helps regulate systemic levels of potassium, sodium, calcium, and pH."
CL_0002306,epithelial cell of proximal tubule,An epithelial cell of the proximal tubule of the kidney.
CL_0002307,brush border cell of the proximal tubule,A brush border epithelial cell located in the proximal tubule of the kidney that detects fluid flow.
CL_0002308,epithelial cell of skin gland,An epithelial cell of a skin gland.
CL_0002309,corticotroph,"A basophil chromphil cell of the anterior pitiutary gland that produce adrenocorticotropic hormone, melanocyte-stimulating hormone and lipotropin. This cell type is irregular in shape and has short dendritic processes which are inserted among other neighboring cells;"
CL_0002310,mammosomatotroph,An acidophil cell of the anterior pitiuatry gland that produces both prolactin and growth hormone.
